CustomerID,PersonID,StoreID,TerritoryID,AccountNumber
14174,6603,,8,AW00014174
14175,19745,,10,AW00014175
14176,4565,,7,AW00014176
14177,2621,,7,AW00014177
14178,20626,,7,AW00014178
14179,5871,,8,AW00014179
14180,15957,,8,AW00014180
14181,3137,,8,AW00014181
14182,6515,,8,AW00014182
14183,13247,,10,AW00014183
14184,5540,,10,AW00014184
14185,18348,,7,AW00014185
14186,16329,,7,AW00014186
14187,5467,,8,AW00014187
14188,7228,,7,AW00014188
14189,14199,,8,AW00014189
14190,15398,,8,AW00014190
14191,19094,,10,AW00014191
14192,20108,,7,AW00014192
14193,15533,,8,AW00014193
14194,8912,,10,AW00014194
14195,14634,,10,AW00014195
14196,14286,,10,AW00014196
14197,18347,,8,AW00014197
14198,5983,,8,AW00014198
14199,17833,,10,AW00014199
14200,12345,,7,AW00014200
14201,10122,,7,AW00014201
14202,12622,,8,AW00014202
14203,4329,,7,AW00014203
14204,18942,,7,AW00014204
14205,18098,,7,AW00014205
14206,13120,,8,AW00014206
14207,1730,,8,AW00014207
14208,5469,,10,AW00014208
14209,19082,,9,AW00014209
14210,11486,,9,AW00014210
14211,19496,,9,AW00014211
14212,2969,,9,AW00014212
14213,5943,,9,AW00014213
14214,12992,,9,AW00014214
14215,17592,,9,AW00014215
14216,13169,,9,AW00014216
14217,8090,,9,AW00014217
14218,5133,,9,AW00014218
14219,11354,,9,AW00014219
14220,6135,,9,AW00014220
14221,5693,,9,AW00014221
14222,12147,,9,AW00014222
14223,18463,,9,AW00014223
14224,11881,,9,AW00014224
14225,11940,,9,AW00014225
14226,15268,,9,AW00014226
14227,16642,,9,AW00014227
14228,10550,,9,AW00014228
14229,15879,,9,AW00014229
14230,5431,,9,AW00014230
14231,10485,,9,AW00014231
14232,12685,,9,AW00014232
14233,16982,,9,AW00014233
14234,15053,,9,AW00014234
14235,18419,,9,AW00014235
14236,3934,,9,AW00014236
14237,4604,,9,AW00014237
14238,10294,,9,AW00014238
14239,3242,,4,AW00014239
14240,6796,,1,AW00014240
14241,19638,,4,AW00014241
14242,12806,,1,AW00014242
14243,12792,,1,AW00014243
14244,20541,,6,AW00014244
14245,7460,,1,AW00014245
14246,4938,,4,AW00014246
14247,17430,,1,AW00014247
14248,16452,,4,AW00014248
14249,5017,,4,AW00014249
14250,15777,,4,AW00014250
14251,14114,,4,AW00014251
14252,20006,,1,AW00014252
14253,5053,,4,AW00014253
14254,10447,,4,AW00014254
14255,17691,,1,AW00014255
14256,11930,,1,AW00014256
14257,16383,,4,AW00014257
14258,3438,,4,AW00014258
14259,13208,,9,AW00014259
14260,19308,,9,AW00014260
14261,10603,,9,AW00014261
14262,13564,,9,AW00014262
14263,4439,,9,AW00014263
14264,5138,,9,AW00014264
14265,15030,,6,AW00014265
14266,19320,,1,AW00014266
14267,19029,,1,AW00014267
14268,10089,,4,AW00014268
14269,17161,,4,AW00014269
14270,6340,,4,AW00014270
14271,4816,,1,AW00014271
14272,2853,,1,AW00014272
14273,15579,,4,AW00014273
14274,4222,,6,AW00014274
14275,10911,,9,AW00014275
14276,17115,,9,AW00014276
14277,16881,,9,AW00014277
14278,19292,,9,AW00014278
14279,3582,,9,AW00014279
14280,16374,,1,AW00014280
14281,18672,,6,AW00014281
14282,11739,,6,AW00014282
14283,13979,,1,AW00014283
14284,3767,,1,AW00014284
14285,3595,,4,AW00014285
14286,6290,,9,AW00014286
14287,20234,,9,AW00014287
14288,8308,,4,AW00014288
14289,12110,,4,AW00014289
14290,17642,,1,AW00014290
14291,18407,,6,AW00014291
14292,2532,,4,AW00014292
14293,16157,,4,AW00014293
14294,14505,,4,AW00014294
14295,12287,,4,AW00014295
14296,6727,,1,AW00014296
14297,20593,,4,AW00014297
14298,20618,,4,AW00014298
14299,8002,,9,AW00014299
14300,13464,,9,AW00014300
14301,11277,,9,AW00014301
14302,20560,,9,AW00014302
14303,13745,,9,AW00014303
14304,6348,,9,AW00014304
14305,9320,,9,AW00014305
14306,19802,,9,AW00014306
14307,11788,,9,AW00014307
14308,10123,,9,AW00014308
14309,19024,,9,AW00014309
14310,13574,,9,AW00014310
14311,19270,,9,AW00014311
14312,5862,,9,AW00014312
14313,17956,,9,AW00014313
14314,2931,,9,AW00014314
14315,16967,,9,AW00014315
14316,5237,,9,AW00014316
14317,6532,,9,AW00014317
14318,15407,,9,AW00014318
14319,15033,,9,AW00014319
14320,20732,,9,AW00014320
14321,15641,,9,AW00014321
14322,10769,,9,AW00014322
14323,13484,,9,AW00014323
14324,5415,,9,AW00014324
14325,20747,,9,AW00014325
14326,11034,,9,AW00014326
14327,5753,,4,AW00014327
14328,9052,,6,AW00014328
14329,19601,,4,AW00014329
14330,18841,,6,AW00014330
14331,15084,,1,AW00014331
14332,9081,,6,AW00014332
14333,15995,,1,AW00014333
14334,15086,,1,AW00014334
14335,8504,,1,AW00014335
14336,16206,,1,AW00014336
14337,19348,,1,AW00014337
14338,11265,,6,AW00014338
14339,19759,,4,AW00014339
14340,7285,,1,AW00014340
14341,14236,,6,AW00014341
14342,6062,,1,AW00014342
14343,4440,,1,AW00014343
14344,4132,,9,AW00014344
14345,10720,,9,AW00014345
14346,3130,,9,AW00014346
14347,20016,,9,AW00014347
14348,16781,,9,AW00014348
14349,19993,,1,AW00014349
14350,12234,,1,AW00014350
14351,8281,,4,AW00014351
14352,7344,,1,AW00014352
14353,9142,,6,AW00014353
14354,4349,,4,AW00014354
14355,4739,,1,AW00014355
14356,10322,,4,AW00014356
14357,4528,,4,AW00014357
14358,3018,,1,AW00014358
14359,13732,,6,AW00014359
14360,12535,,4,AW00014360
14361,8386,,1,AW00014361
14362,14817,,1,AW00014362
14363,2734,,6,AW00014363
14364,16824,,4,AW00014364
14365,14896,,4,AW00014365
14366,3649,,1,AW00014366
14367,10224,,1,AW00014367
14368,4539,,4,AW00014368
14369,15277,,1,AW00014369
14370,18804,,6,AW00014370
14371,4011,,6,AW00014371
14372,20631,,1,AW00014372
14373,17008,,4,AW00014373
14374,6685,,4,AW00014374
14375,10712,,1,AW00014375
14376,8156,,1,AW00014376
14377,14885,,1,AW00014377
14378,19343,,4,AW00014378
14379,13795,,4,AW00014379
14380,8408,,1,AW00014380
14381,8966,,1,AW00014381
14382,10240,,4,AW00014382
14383,6900,,4,AW00014383
14384,11344,,1,AW00014384
14385,10864,,1,AW00014385
14386,7056,,4,AW00014386
14387,7195,,6,AW00014387
14388,9049,,4,AW00014388
14389,17853,,4,AW00014389
14390,5925,,4,AW00014390
14391,5389,,1,AW00014391
14392,17927,,1,AW00014392
14393,15868,,1,AW00014393
14394,18708,,1,AW00014394
14395,15457,,4,AW00014395
14396,9510,,1,AW00014396
14397,9359,,1,AW00014397
14398,17611,,1,AW00014398
14399,14460,,4,AW00014399
14400,18437,,4,AW00014400
14401,5677,,1,AW00014401
14402,9788,,1,AW00014402
14403,7165,,4,AW00014403
14404,11343,,1,AW00014404
14405,18550,,1,AW00014405
14406,17881,,4,AW00014406
14407,5711,,4,AW00014407
14408,19797,,4,AW00014408
14409,5313,,4,AW00014409
14410,7949,,4,AW00014410
14411,12408,,1,AW00014411
14412,19953,,1,AW00014412
14413,19765,,4,AW00014413
14414,11345,,4,AW00014414
14415,18398,,4,AW00014415
14416,13089,,6,AW00014416
14417,6471,,1,AW00014417
14418,10997,,1,AW00014418
14419,3939,,1,AW00014419
14420,10537,,1,AW00014420
14421,13024,,1,AW00014421
14422,4844,,8,AW00014422
14423,15079,,10,AW00014423
14424,7372,,7,AW00014424
14425,19253,,8,AW00014425
14426,13087,,8,AW00014426
14427,7954,,10,AW00014427
14428,8901,,8,AW00014428
14429,12394,,10,AW00014429
14430,10751,,1,AW00014430
14431,11957,,4,AW00014431
14432,13226,,1,AW00014432
14433,20473,,4,AW00014433
14434,10092,,4,AW00014434
14435,11089,,4,AW00014435
14436,18358,,6,AW00014436
14437,17159,,1,AW00014437
14438,3357,,1,AW00014438
14439,14785,,1,AW00014439
14440,13582,,4,AW00014440
14441,18416,,4,AW00014441
14442,8203,,4,AW00014442
14443,17981,,4,AW00014443
14444,14239,,4,AW00014444
14445,6698,,4,AW00014445
14446,4532,,6,AW00014446
14447,12508,,1,AW00014447
14448,19055,,1,AW00014448
14449,6450,,1,AW00014449
14450,5809,,4,AW00014450
14451,18577,,4,AW00014451
14452,16301,,1,AW00014452
14453,16549,,1,AW00014453
14454,11962,,4,AW00014454
14455,9990,,6,AW00014455
14456,17930,,1,AW00014456
14457,17427,,4,AW00014457
14458,5173,,6,AW00014458
14459,14507,,6,AW00014459
14460,6203,,1,AW00014460
14461,10377,,1,AW00014461
14462,6111,,4,AW00014462
14463,20407,,4,AW00014463
14464,12652,,4,AW00014464
14465,12954,,1,AW00014465
14466,16837,,1,AW00014466
14467,12930,,1,AW00014467
14468,19603,,1,AW00014468
14469,8767,,1,AW00014469
14470,4007,,4,AW00014470
14471,16264,,4,AW00014471
14472,2758,,4,AW00014472
14473,4112,,4,AW00014473
14474,8824,,4,AW00014474
14475,2540,,1,AW00014475
14476,15435,,1,AW00014476
14477,11662,,4,AW00014477
14478,3967,,6,AW00014478
14479,12357,,4,AW00014479
14480,16293,,6,AW00014480
14481,9347,,1,AW00014481
14482,15865,,1,AW00014482
14483,19958,,1,AW00014483
14484,12405,,4,AW00014484
14485,9437,,4,AW00014485
14486,6402,,4,AW00014486
14487,4334,,4,AW00014487
14488,5598,,4,AW00014488
14489,5413,,4,AW00014489
14490,12918,,4,AW00014490
14491,15141,,4,AW00014491
14492,6612,,1,AW00014492
14493,9811,,4,AW00014493
14494,6320,,1,AW00014494
14495,5968,,4,AW00014495
14496,20224,,6,AW00014496
14497,10191,,6,AW00014497
14498,20609,,4,AW00014498
14499,6004,,4,AW00014499
14500,19818,,4,AW00014500
14501,11211,,4,AW00014501
14502,10590,,6,AW00014502
14503,19276,,1,AW00014503
14504,11434,,6,AW00014504
14505,15717,,4,AW00014505
14506,18630,,1,AW00014506
14507,17173,,4,AW00014507
14508,12356,,4,AW00014508
14509,8554,,1,AW00014509
14510,16998,,1,AW00014510
14511,9055,,1,AW00014511
14512,18670,,1,AW00014512
14513,9588,,4,AW00014513
14514,11339,,4,AW00014514
14515,3632,,4,AW00014515
14516,4200,,9,AW00014516
14517,9660,,9,AW00014517
14518,7263,,9,AW00014518
14519,16245,,1,AW00014519
14520,3679,,1,AW00014520
14521,13681,,9,AW00014521
14522,12717,,9,AW00014522
14523,3453,,9,AW00014523
14524,7544,,7,AW00014524
14525,5874,,10,AW00014525
14526,12263,,8,AW00014526
14527,4180,,8,AW00014527
14528,19167,,8,AW00014528
14529,3213,,10,AW00014529
14530,17787,,10,AW00014530
14531,12061,,10,AW00014531
14532,11547,,7,AW00014532
14533,14805,,10,AW00014533
14534,17935,,7,AW00014534
14535,2576,,10,AW00014535
14536,17362,,7,AW00014536
14537,12619,,8,AW00014537
14538,10803,,7,AW00014538
14539,17862,,7,AW00014539
14540,18153,,10,AW00014540
14541,19409,,8,AW00014541
14542,14894,,10,AW00014542
14543,2638,,8,AW00014543
14544,5607,,7,AW00014544
14545,7812,,10,AW00014545
14546,9514,,10,AW00014546
14547,17307,,10,AW00014547
14548,9601,,7,AW00014548
14549,10670,,8,AW00014549
14550,14338,,7,AW00014550
14551,10143,,8,AW00014551
14552,6189,,10,AW00014552
14553,17468,,10,AW00014553
14554,16538,,10,AW00014554
14555,4699,,7,AW00014555
14556,12827,,7,AW00014556
14557,14549,,9,AW00014557
14558,2784,,1,AW00014558
14559,12587,,4,AW00014559
14560,16903,,4,AW00014560
14561,5011,,6,AW00014561
14562,15823,,4,AW00014562
14563,3895,,1,AW00014563
14564,20250,,4,AW00014564
14565,10429,,4,AW00014565
14566,10031,,6,AW00014566
14567,4311,,6,AW00014567
14568,8780,,1,AW00014568
14569,16121,,1,AW00014569
14570,13028,,1,AW00014570
14571,19713,,4,AW00014571
14572,7587,,4,AW00014572
14573,13070,,1,AW00014573
14574,2966,,6,AW00014574
14575,11379,,1,AW00014575
14576,3653,,1,AW00014576
14577,2685,,1,AW00014577
14578,16385,,6,AW00014578
14579,5428,,1,AW00014579
14580,5765,,4,AW00014580
14581,16846,,1,AW00014581
14582,15460,,6,AW00014582
14583,2834,,1,AW00014583
14584,9999,,4,AW00014584
14585,8137,,4,AW00014585
14586,19433,,6,AW00014586
14587,8206,,1,AW00014587
14588,18275,,1,AW00014588
14589,9168,,4,AW00014589
14590,7077,,4,AW00014590
14591,4859,,4,AW00014591
14592,12107,,1,AW00014592
14593,5195,,4,AW00014593
14594,11632,,4,AW00014594
14595,8633,,4,AW00014595
14596,10096,,4,AW00014596
14597,15426,,6,AW00014597
14598,7269,,6,AW00014598
14599,4848,,1,AW00014599
14600,8309,,1,AW00014600
14601,5286,,4,AW00014601
14602,7970,,4,AW00014602
14603,8616,,4,AW00014603
14604,18331,,6,AW00014604
14605,7912,,6,AW00014605
14606,3004,,6,AW00014606
14607,16369,,1,AW00014607
14608,12097,,1,AW00014608
14609,9637,,4,AW00014609
14610,19041,,1,AW00014610
14611,8363,,6,AW00014611
14612,6447,,4,AW00014612
14613,5678,,1,AW00014613
14614,6973,,4,AW00014614
14615,6029,,4,AW00014615
14616,19530,,4,AW00014616
14617,5496,,1,AW00014617
14618,10340,,1,AW00014618
14619,14243,,1,AW00014619
14620,12716,,4,AW00014620
14621,20231,,1,AW00014621
14622,6906,,4,AW00014622
14623,6739,,4,AW00014623
14624,11595,,1,AW00014624
14625,6717,,1,AW00014625
14626,14478,,6,AW00014626
14627,16601,,4,AW00014627
14628,14110,,1,AW00014628
14629,4185,,1,AW00014629
14630,14590,,4,AW00014630
14631,6459,,6,AW00014631
14632,6275,,6,AW00014632
14633,14946,,6,AW00014633
14634,10348,,1,AW00014634
14635,16427,,1,AW00014635
14636,7549,,1,AW00014636
14637,2573,,1,AW00014637
14638,4192,,1,AW00014638
14639,14888,,4,AW00014639
14640,10300,,6,AW00014640
14641,16060,,6,AW00014641
14642,18078,,1,AW00014642
14643,5295,,1,AW00014643
14644,11110,,1,AW00014644
14645,14176,,4,AW00014645
14646,18517,,4,AW00014646
14647,14840,,4,AW00014647
14648,15636,,4,AW00014648
14649,19612,,4,AW00014649
14650,5238,,1,AW00014650
14651,10223,,1,AW00014651
14652,16852,,4,AW00014652
14653,15818,,4,AW00014653
14654,15750,,1,AW00014654
14655,12726,,6,AW00014655
14656,3936,,1,AW00014656
14657,18344,,1,AW00014657
14658,10194,,6,AW00014658
14659,18563,,4,AW00014659
14660,3310,,1,AW00014660
14661,8652,,6,AW00014661
14662,5182,,4,AW00014662
14663,10169,,4,AW00014663
14664,12708,,4,AW00014664
14665,17049,,9,AW00014665
14666,13048,,9,AW00014666
14667,19371,,9,AW00014667
14668,11036,,9,AW00014668
14669,18716,,9,AW00014669
14670,18529,,9,AW00014670
14671,8731,,9,AW00014671
14672,12771,,9,AW00014672
14673,13409,,9,AW00014673
14674,11992,,9,AW00014674
14675,18468,,9,AW00014675
14676,6548,,9,AW00014676
14677,11801,,9,AW00014677
14678,2545,,9,AW00014678
14679,18771,,9,AW00014679
14680,6897,,9,AW00014680
14681,18971,,9,AW00014681
14682,12208,,9,AW00014682
14683,16135,,9,AW00014683
14684,6384,,9,AW00014684
14685,14473,,9,AW00014685
14686,16305,,9,AW00014686
14687,19337,,7,AW00014687
14688,10460,,8,AW00014688
14689,1731,,7,AW00014689
14690,9243,,8,AW00014690
14691,19115,,7,AW00014691
14692,16604,,10,AW00014692
14693,15542,,7,AW00014693
14694,9792,,10,AW00014694
14695,16864,,8,AW00014695
14696,20403,,8,AW00014696
14697,19170,,10,AW00014697
14698,15546,,8,AW00014698
14699,10766,,8,AW00014699
14700,3749,,10,AW00014700
14701,15851,,7,AW00014701
14702,18237,,10,AW00014702
14703,4083,,8,AW00014703
14704,16565,,7,AW00014704
14705,7361,,10,AW00014705
14706,4601,,10,AW00014706
14707,8471,,8,AW00014707
14708,3080,,7,AW00014708
14709,4714,,8,AW00014709
14710,2431,,8,AW00014710
14711,8839,,8,AW00014711
14712,5451,,10,AW00014712
14713,13544,,8,AW00014713
14714,18781,,7,AW00014714
14715,19277,,8,AW00014715
14716,2531,,7,AW00014716
14717,3928,,7,AW00014717
14718,2605,,8,AW00014718
14719,5596,,7,AW00014719
14720,17449,,10,AW00014720
14721,18659,,1,AW00014721
14722,8533,,1,AW00014722
14723,18863,,6,AW00014723
14724,18526,,6,AW00014724
14725,14939,,6,AW00014725
14726,7048,,1,AW00014726
14727,3682,,1,AW00014727
14728,12660,,1,AW00014728
14729,16673,,4,AW00014729
14730,16930,,4,AW00014730
14731,4301,,4,AW00014731
14732,9201,,1,AW00014732
14733,7489,,4,AW00014733
14734,15683,,1,AW00014734
14735,3223,,1,AW00014735
14736,15976,,1,AW00014736
14737,8237,,1,AW00014737
14738,17965,,4,AW00014738
14739,4894,,4,AW00014739
14740,10166,,4,AW00014740
14741,19504,,4,AW00014741
14742,8562,,4,AW00014742
14743,16009,,1,AW00014743
14744,5373,,1,AW00014744
14745,17498,,6,AW00014745
14746,9899,,4,AW00014746
14747,12896,,4,AW00014747
14748,18588,,4,AW00014748
14749,6198,,4,AW00014749
14750,10220,,4,AW00014750
14751,3329,,1,AW00014751
14752,4362,,4,AW00014752
14753,6258,,1,AW00014753
14754,9291,,1,AW00014754
14755,17148,,4,AW00014755
14756,15455,,4,AW00014756
14757,11926,,4,AW00014757
14758,19451,,4,AW00014758
14759,12320,,4,AW00014759
14760,17735,,6,AW00014760
14761,20699,,4,AW00014761
14762,3195,,4,AW00014762
14763,20195,,1,AW00014763
14764,4424,,4,AW00014764
14765,16333,,6,AW00014765
14766,18261,,7,AW00014766
14767,18622,,8,AW00014767
14768,14211,,8,AW00014768
14769,3517,,8,AW00014769
14770,4382,,10,AW00014770
14771,15246,,10,AW00014771
14772,18616,,8,AW00014772
14773,6085,,7,AW00014773
14774,2687,,8,AW00014774
14775,3675,,8,AW00014775
14776,20119,,10,AW00014776
14777,12712,,10,AW00014777
14778,15001,,10,AW00014778
14779,15980,,7,AW00014779
14780,10436,,7,AW00014780
14781,6157,,8,AW00014781
14782,18754,,8,AW00014782
14783,8735,,10,AW00014783
14784,19243,,10,AW00014784
14785,13297,,7,AW00014785
14786,12868,,8,AW00014786
14787,10379,,10,AW00014787
14788,11851,,7,AW00014788
14789,4942,,8,AW00014789
14790,17219,,7,AW00014790
14791,8930,,7,AW00014791
14792,7732,,10,AW00014792
14793,12663,,10,AW00014793
14794,9640,,10,AW00014794
14795,20770,,8,AW00014795
14796,18723,,7,AW00014796
14797,6529,,8,AW00014797
14798,12339,,7,AW00014798
14799,20608,,10,AW00014799
14800,17847,,8,AW00014800
14801,7381,,8,AW00014801
14802,6011,,7,AW00014802
14803,18594,,8,AW00014803
14804,4906,,10,AW00014804
14805,10507,,8,AW00014805
14806,13246,,10,AW00014806
14807,15384,,7,AW00014807
14808,19736,,10,AW00014808
14809,2714,,10,AW00014809
14810,16880,,7,AW00014810
14811,16171,,8,AW00014811
14812,6035,,10,AW00014812
14813,12512,,7,AW00014813
14814,19878,,10,AW00014814
14815,2649,,10,AW00014815
14816,10841,,10,AW00014816
14817,3674,,10,AW00014817
14818,15387,,7,AW00014818
14819,18827,,8,AW00014819
14820,9247,,10,AW00014820
14821,9071,,10,AW00014821
14822,12105,,8,AW00014822
14823,19274,,8,AW00014823
14824,4120,,8,AW00014824
14825,9896,,8,AW00014825
14826,7387,,7,AW00014826
14827,6473,,8,AW00014827
14828,14711,,8,AW00014828
14829,15063,,7,AW00014829
14830,2402,,8,AW00014830
14831,9208,,10,AW00014831
14832,3766,,10,AW00014832
14833,7391,,10,AW00014833
14834,9680,,8,AW00014834
14835,17132,,8,AW00014835
14836,20426,,10,AW00014836
14837,17889,,8,AW00014837
14838,10213,,8,AW00014838
14839,18774,,10,AW00014839
14840,5935,,10,AW00014840
14841,8339,,8,AW00014841
14842,7188,,8,AW00014842
14843,14416,,10,AW00014843
14844,4149,,8,AW00014844
14845,18935,,7,AW00014845
14846,16520,,10,AW00014846
14847,1732,,10,AW00014847
14848,4421,,7,AW00014848
14849,20313,,8,AW00014849
14850,6039,,7,AW00014850
14851,3486,,7,AW00014851
14852,16288,,4,AW00014852
14853,19097,,9,AW00014853
14854,15478,,9,AW00014854
14855,9730,,9,AW00014855
14856,10571,,1,AW00014856
14857,15688,,9,AW00014857
14858,13045,,9,AW00014858
14859,2907,,9,AW00014859
14860,10576,,9,AW00014860
14861,16444,,10,AW00014861
14862,13147,,10,AW00014862
14863,17832,,10,AW00014863
14864,13875,,10,AW00014864
14865,6242,,10,AW00014865
14866,3168,,8,AW00014866
14867,3708,,6,AW00014867
14868,9244,,4,AW00014868
14869,20537,,1,AW00014869
14870,18505,,4,AW00014870
14871,16693,,6,AW00014871
14872,3867,,1,AW00014872
14873,13113,,4,AW00014873
14874,19885,,6,AW00014874
14875,20207,,6,AW00014875
14876,17822,,4,AW00014876
14877,14143,,6,AW00014877
14878,15122,,1,AW00014878
14879,8454,,4,AW00014879
14880,3509,,4,AW00014880
14881,5307,,1,AW00014881
14882,19924,,4,AW00014882
14883,3334,,4,AW00014883
14884,9593,,4,AW00014884
14885,11055,,6,AW00014885
14886,2883,,6,AW00014886
14887,11627,,1,AW00014887
14888,19875,,1,AW00014888
14889,9212,,4,AW00014889
14890,3805,,4,AW00014890
14891,5767,,4,AW00014891
14892,8029,,4,AW00014892
14893,3368,,6,AW00014893
14894,16791,,1,AW00014894
14895,16914,,4,AW00014895
14896,7113,,4,AW00014896
14897,17901,,6,AW00014897
14898,9370,,1,AW00014898
14899,13691,,4,AW00014899
14900,11378,,6,AW00014900
14901,2932,,4,AW00014901
14902,7723,,4,AW00014902
14903,2997,,4,AW00014903
14904,13149,,6,AW00014904
14905,16988,,1,AW00014905
14906,6155,,6,AW00014906
14907,8710,,4,AW00014907
14908,9987,,1,AW00014908
14909,6722,,1,AW00014909
14910,8803,,6,AW00014910
14911,7874,,6,AW00014911
14912,11860,,4,AW00014912
14913,10083,,4,AW00014913
14914,8275,,4,AW00014914
14915,2934,,1,AW00014915
14916,7789,,1,AW00014916
14917,14965,,1,AW00014917
14918,8592,,1,AW00014918
14919,19285,,4,AW00014919
14920,16647,,4,AW00014920
14921,8403,,4,AW00014921
14922,7779,,1,AW00014922
14923,2754,,7,AW00014923
14924,19729,,7,AW00014924
14925,12584,,7,AW00014925
14926,15381,,7,AW00014926
14927,18958,,8,AW00014927
14928,11092,,10,AW00014928
14929,20439,,10,AW00014929
14930,7315,,7,AW00014930
14931,5080,,7,AW00014931
14932,11667,,7,AW00014932
14933,20112,,8,AW00014933
14934,8010,,10,AW00014934
14935,12825,,8,AW00014935
14936,15267,,7,AW00014936
14937,9330,,10,AW00014937
14938,5984,,10,AW00014938
14939,20226,,8,AW00014939
14940,8340,,8,AW00014940
14941,19552,,10,AW00014941
14942,18893,,7,AW00014942
14943,19835,,8,AW00014943
14944,14075,,7,AW00014944
14945,12401,,8,AW00014945
14946,7857,,7,AW00014946
14947,12468,,10,AW00014947
14948,12600,,7,AW00014948
14949,6513,,10,AW00014949
14950,10445,,10,AW00014950
14951,20632,,8,AW00014951
14952,19581,,8,AW00014952
14953,7122,,10,AW00014953
14954,16270,,7,AW00014954
14955,18307,,10,AW00014955
14956,14221,,8,AW00014956
14957,11291,,7,AW00014957
14958,12610,,10,AW00014958
14959,11746,,7,AW00014959
14960,5212,,7,AW00014960
14961,12908,,8,AW00014961
14962,6649,,8,AW00014962
14963,2882,,10,AW00014963
14964,11152,,10,AW00014964
14965,13142,,7,AW00014965
14966,19120,,7,AW00014966
14967,8565,,8,AW00014967
14968,15791,,10,AW00014968
14969,7015,,8,AW00014969
14970,10797,,10,AW00014970
14971,17769,,7,AW00014971
14972,8716,,8,AW00014972
14973,19792,,8,AW00014973
14974,1733,,10,AW00014974
14975,4500,,10,AW00014975
14976,18179,,7,AW00014976
14977,18629,,7,AW00014977
14978,14684,,8,AW00014978
14979,13701,,8,AW00014979
14980,8976,,8,AW00014980
14981,20563,,10,AW00014981
14982,12720,,10,AW00014982
14983,12742,,10,AW00014983
14984,7645,,10,AW00014984
14985,12935,,7,AW00014985
14986,4542,,10,AW00014986
14987,16480,,7,AW00014987
14988,5758,,10,AW00014988
14989,3543,,7,AW00014989
14990,19404,,8,AW00014990
14991,13146,,10,AW00014991
14992,5329,,10,AW00014992
14993,14944,,10,AW00014993
14994,4340,,7,AW00014994
14995,7358,,7,AW00014995
14996,11817,,8,AW00014996
14997,14633,,8,AW00014997
14998,17274,,7,AW00014998
14999,9030,,10,AW00014999
15000,12063,,8,AW00015000
15001,5929,,8,AW00015001
15002,11447,,7,AW00015002
15003,17893,,7,AW00015003
15004,5044,,7,AW00015004
15005,14667,,4,AW00015005
15006,11312,,4,AW00015006
15007,7089,,6,AW00015007
15008,4213,,6,AW00015008
15009,20305,,1,AW00015009
15010,20225,,4,AW00015010
15011,10007,,4,AW00015011
15012,19555,,1,AW00015012
15013,9701,,4,AW00015013
15014,11848,,9,AW00015014
15015,18144,,9,AW00015015
15016,18581,,4,AW00015016
15017,3015,,4,AW00015017
15018,14257,,9,AW00015018
15019,18814,,9,AW00015019
15020,11361,,9,AW00015020
15021,4784,,9,AW00015021
15022,6142,,9,AW00015022
15023,14074,,1,AW00015023
15024,17781,,9,AW00015024
15025,10703,,9,AW00015025
15026,14262,,9,AW00015026
15027,4207,,9,AW00015027
15028,10426,,9,AW00015028
15029,12487,,9,AW00015029
15030,18071,,9,AW00015030
15031,5629,,9,AW00015031
15032,10666,,9,AW00015032
15033,18833,,9,AW00015033
15034,14736,,9,AW00015034
15035,10286,,9,AW00015035
15036,20232,,9,AW00015036
15037,9483,,9,AW00015037
15038,3245,,9,AW00015038
15039,8379,,9,AW00015039
15040,20215,,9,AW00015040
15041,8429,,9,AW00015041
15042,3952,,9,AW00015042
15043,20098,,9,AW00015043
15044,17524,,9,AW00015044
15045,8621,,7,AW00015045
15046,16281,,10,AW00015046
15047,18809,,10,AW00015047
15048,3689,,10,AW00015048
15049,18346,,8,AW00015049
15050,18768,,8,AW00015050
15051,2881,,10,AW00015051
15052,10539,,10,AW00015052
15053,4159,,7,AW00015053
15054,13331,,8,AW00015054
15055,14332,,8,AW00015055
15056,7085,,10,AW00015056
15057,7638,,10,AW00015057
15058,7025,,10,AW00015058
15059,2429,,10,AW00015059
15060,2701,,7,AW00015060
15061,17726,,7,AW00015061
15062,7055,,10,AW00015062
15063,10484,,8,AW00015063
15064,19302,,7,AW00015064
15065,12501,,8,AW00015065
15066,18650,,7,AW00015066
15067,18830,,7,AW00015067
15068,3507,,8,AW00015068
15069,6129,,8,AW00015069
15070,2804,,7,AW00015070
15071,14226,,7,AW00015071
15072,18905,,7,AW00015072
15073,8639,,8,AW00015073
15074,12667,,8,AW00015074
15075,7979,,10,AW00015075
15076,14734,,8,AW00015076
15077,7501,,10,AW00015077
15078,18687,,10,AW00015078
15079,17370,,7,AW00015079
15080,3085,,8,AW00015080
15081,5942,,10,AW00015081
15082,2743,,7,AW00015082
15083,15206,,10,AW00015083
15084,7131,,8,AW00015084
15085,20582,,7,AW00015085
15086,6145,,7,AW00015086
15087,13753,,10,AW00015087
15088,12295,,10,AW00015088
15089,16745,,10,AW00015089
15090,15814,,8,AW00015090
15091,8016,,8,AW00015091
15092,15330,,8,AW00015092
15093,17073,,7,AW00015093
15094,13966,,7,AW00015094
15095,4703,,7,AW00015095
15096,1734,,8,AW00015096
15097,20705,,10,AW00015097
15098,18680,,7,AW00015098
15099,4652,,7,AW00015099
15100,15351,,8,AW00015100
15101,20380,,8,AW00015101
15102,15844,,10,AW00015102
15103,17084,,10,AW00015103
15104,12436,,7,AW00015104
