SalesOrderID,OrderDate,Status,SalesOrderNumber,CustomerID,SalesPersonID,TerritoryID,SubTotal,TaxAmt,Freight,TotalDue
45481,1/23/2012 0:00,5,SO45481,19563,,9,3578.27,286.2616,89.4568,3953.9884
45482,1/24/2012 0:00,5,SO45482,12522,,7,3578.27,286.2616,89.4568,3953.9884
45483,1/24/2012 0:00,5,SO45483,14181,,8,3578.27,286.2616,89.4568,3953.9884
45484,1/24/2012 0:00,5,SO45484,23267,,6,3578.27,286.2616,89.4568,3953.9884
45485,1/24/2012 0:00,5,SO45485,11257,,4,3578.27,286.2616,89.4568,3953.9884
45486,1/24/2012 0:00,5,SO45486,14737,,1,699.0982,55.9279,17.4775,772.5036
45487,1/24/2012 0:00,5,SO45487,19556,,9,3578.27,286.2616,89.4568,3953.9884
45488,1/24/2012 0:00,5,SO45488,19577,,9,3578.27,286.2616,89.4568,3953.9884
45489,1/24/2012 0:00,5,SO45489,19602,,9,3578.27,286.2616,89.4568,3953.9884
45490,1/24/2012 0:00,5,SO45490,22976,,6,3578.27,286.2616,89.4568,3953.9884
45491,1/25/2012 0:00,5,SO45491,27672,,6,3578.27,286.2616,89.4568,3953.9884
45492,1/25/2012 0:00,5,SO45492,19429,,8,699.0982,55.9279,17.4775,772.5036
45493,1/25/2012 0:00,5,SO45493,14731,,4,699.0982,55.9279,17.4775,772.5036
45494,1/25/2012 0:00,5,SO45494,19609,,9,3578.27,286.2616,89.4568,3953.9884
45495,1/25/2012 0:00,5,SO45495,25821,,9,699.0982,55.9279,17.4775,772.5036
45496,1/26/2012 0:00,5,SO45496,29340,,6,3578.27,286.2616,89.4568,3953.9884
45497,1/26/2012 0:00,5,SO45497,28354,,6,3578.27,286.2616,89.4568,3953.9884
45498,1/26/2012 0:00,5,SO45498,28574,,6,3578.27,286.2616,89.4568,3953.9884
45499,1/26/2012 0:00,5,SO45499,28626,,6,3578.27,286.2616,89.4568,3953.9884
45500,1/26/2012 0:00,5,SO45500,11189,,1,3578.27,286.2616,89.4568,3953.9884
45501,1/26/2012 0:00,5,SO45501,25993,,1,3374.99,269.9992,84.3748,3729.364
45502,1/26/2012 0:00,5,SO45502,28173,,6,3578.27,286.2616,89.4568,3953.9884
45503,1/26/2012 0:00,5,SO45503,22995,,6,3578.27,286.2616,89.4568,3953.9884
45504,1/26/2012 0:00,5,SO45504,14730,,4,699.0982,55.9279,17.4775,772.5036
45505,1/26/2012 0:00,5,SO45505,19593,,9,3578.27,286.2616,89.4568,3953.9884
45506,1/26/2012 0:00,5,SO45506,19615,,9,3578.27,286.2616,89.4568,3953.9884
45507,1/26/2012 0:00,5,SO45507,19616,,9,3578.27,286.2616,89.4568,3953.9884
45508,1/27/2012 0:00,5,SO45508,12510,,7,3578.27,286.2616,89.4568,3953.9884
45509,1/27/2012 0:00,5,SO45509,14148,,8,3578.27,286.2616,89.4568,3953.9884
45510,1/27/2012 0:00,5,SO45510,22998,,6,3578.27,286.2616,89.4568,3953.9884
45511,1/28/2012 0:00,5,SO45511,12523,,7,3578.27,286.2616,89.4568,3953.9884
45512,1/28/2012 0:00,5,SO45512,11175,,4,3578.27,286.2616,89.4568,3953.9884
45513,1/28/2012 0:00,5,SO45513,25996,,4,3374.99,269.9992,84.3748,3729.364
45514,1/28/2012 0:00,5,SO45514,28051,,6,3578.27,286.2616,89.4568,3953.9884
45515,1/28/2012 0:00,5,SO45515,19557,,9,3578.27,286.2616,89.4568,3953.9884
45516,1/29/2012 0:00,5,SO45516,30106,277,4,19162.2381,1839.3806,574.8064,21576.4251
45517,1/29/2012 0:00,5,SO45517,29592,275,2,9421.2681,904.4418,282.638,10608.3479
45518,1/29/2012 0:00,5,SO45518,29632,283,1,12179.964,1169.2765,365.3989,13714.6394
45519,1/29/2012 0:00,5,SO45519,30003,277,3,4064.988,390.2388,121.9496,4577.1764
45520,1/29/2012 0:00,5,SO45520,29967,277,3,31628.6282,3035.1872,948.496,35612.3114
45521,1/29/2012 0:00,5,SO45521,29622,283,1,19227.0555,1853.6128,579.254,21659.9223
45522,1/29/2012 0:00,5,SO45522,29714,282,6,28786.2466,2763.1621,863.4882,32412.8969
45523,1/29/2012 0:00,5,SO45523,29733,276,4,1429.4086,141.035,44.0734,1614.517
45524,1/29/2012 0:00,5,SO45524,29950,282,6,36045.9181,3466.1888,1083.184,40595.2909
45525,1/29/2012 0:00,5,SO45525,29969,278,6,7274.3061,698.3334,218.2292,8190.8687
45526,1/29/2012 0:00,5,SO45526,29803,274,6,6101.382,585.6263,183.0082,6870.0165
45527,1/29/2012 0:00,5,SO45527,29639,282,6,54458.8986,5227.5783,1633.6182,61320.0951
45528,1/29/2012 0:00,5,SO45528,29508,277,4,2146.962,206.1084,64.4089,2417.4793
45529,1/29/2012 0:00,5,SO45529,29722,282,6,97078.3155,9342.8615,2919.6442,109340.8212
45530,1/29/2012 0:00,5,SO45530,29842,281,4,20.1865,1.6149,0.5047,22.3061
45531,1/29/2012 0:00,5,SO45531,29673,276,4,4266.3414,409.5688,127.9902,4803.9004
45532,1/29/2012 0:00,5,SO45532,29659,277,4,6691.8242,638.5446,199.5452,7529.914
45533,1/29/2012 0:00,5,SO45533,29859,277,4,1258.3767,120.8042,37.7513,1416.9322
45534,1/29/2012 0:00,5,SO45534,29748,281,4,37592.0572,3616.9065,1130.2833,42339.247
45535,1/29/2012 0:00,5,SO45535,29708,277,4,11256.8286,1078.6811,337.0879,12672.5976
45536,1/29/2012 0:00,5,SO45536,30090,277,4,21442.984,2058.2089,643.1903,24144.3832
45537,1/29/2012 0:00,5,SO45537,29711,282,6,4049.988,388.7988,121.4996,4560.2864
45538,1/29/2012 0:00,5,SO45538,29651,277,3,21847.3938,2097.3014,655.4067,24600.1019
45539,1/29/2012 0:00,5,SO45539,29655,275,3,28469.916,2733.1119,854.0975,32057.1254
45540,1/29/2012 0:00,5,SO45540,29504,279,5,42756.174,4104.1139,1282.5356,48142.8235
45541,1/29/2012 0:00,5,SO45541,29897,281,4,69.2134,5.7293,1.7904,76.7331
45542,1/29/2012 0:00,5,SO45542,29690,281,1,56400.9317,5414.8783,1692.1495,63507.9595
45543,1/29/2012 0:00,5,SO45543,29721,279,5,735.7528,72.5943,22.6857,831.0328
45544,1/29/2012 0:00,5,SO45544,29681,279,5,3391.5474,325.5886,101.7464,3818.8824
45545,1/29/2012 0:00,5,SO45545,29577,278,6,8965.933,860.7296,268.978,10095.6406
45546,1/29/2012 0:00,5,SO45546,29755,274,6,12206.364,1171.7045,366.1577,13744.2262
45547,1/29/2012 0:00,5,SO45547,29769,277,3,40766.88,3913.0885,1222.8402,45902.8087
45548,1/29/2012 0:00,5,SO45548,29686,281,4,7657.8888,735.1573,229.7367,8622.7828
45549,1/29/2012 0:00,5,SO45549,29921,280,1,50762.7624,4872.2725,1522.5851,57157.62
45550,1/29/2012 0:00,5,SO45550,29486,277,3,54979.9007,5275.9397,1648.7312,61904.5716
45551,1/29/2012 0:00,5,SO45551,30013,279,5,7274.3061,698.3334,218.2292,8190.8687
45552,1/29/2012 0:00,5,SO45552,29740,282,6,11136.742,1072.0901,335.0281,12543.8602
45553,1/29/2012 0:00,5,SO45553,29649,278,6,69240.3932,6646.5981,2077.0619,77964.0532
45554,1/29/2012 0:00,5,SO45554,29938,276,4,25517.4189,2446.8726,764.6477,28728.9392
45555,1/29/2012 0:00,5,SO45555,29525,276,4,65725.9222,6317.9194,1974.3498,74018.1914
45556,1/29/2012 0:00,5,SO45556,29746,275,2,22822.7804,2199.474,687.3356,25709.59
45557,1/29/2012 0:00,5,SO45557,29883,276,3,32554.9324,3125.2735,976.648,36656.8539
45558,1/29/2012 0:00,5,SO45558,29685,279,5,6104.982,586.0783,183.1495,6874.2098
45559,1/29/2012 0:00,5,SO45559,29982,276,4,1258.3767,120.8042,37.7513,1416.9322
45560,1/29/2012 0:00,5,SO45560,29834,281,4,56967.1318,5467.7498,1708.6718,64143.5534
45561,1/29/2012 0:00,5,SO45561,29581,275,2,25464.5848,2445.4114,764.1911,28674.1873
45562,1/29/2012 0:00,5,SO45562,29669,275,2,3463.2998,332.4768,103.899,3899.6756
45563,1/29/2012 0:00,5,SO45563,29518,279,5,4279.9438,416.8878,130.2774,4827.109
45564,1/29/2012 0:00,5,SO45564,29710,276,1,62717.7201,6030.6017,1884.563,70632.8848
45565,1/29/2012 0:00,5,SO45565,29702,277,4,34558.1586,3316.051,1036.2659,38910.4755
45566,1/29/2012 0:00,5,SO45566,29788,276,4,874.794,83.9802,26.2438,985.018
45567,1/29/2012 0:00,5,SO45567,29498,275,2,874.794,83.9802,26.2438,985.018
45568,1/29/2012 0:00,5,SO45568,29637,277,4,15251.8156,1462.8511,457.141,17171.8077
45569,1/29/2012 0:00,5,SO45569,29872,277,3,2133.1707,204.7844,63.9951,2401.9502
45570,1/29/2012 0:00,5,SO45570,29810,283,1,32429.904,3113.2708,972.8971,36516.0719
45571,1/29/2012 0:00,5,SO45571,29562,281,4,78882.9289,7604.6031,2376.4385,88863.9705
45572,1/29/2012 0:00,5,SO45572,29531,276,1,10701.7297,1027.3661,321.0519,12050.1477
45573,1/29/2012 0:00,5,SO45573,29487,275,2,8158.476,782.9477,244.6712,9186.0949
45574,1/29/2012 0:00,5,SO45574,29642,279,5,28078.577,2705.283,845.4009,31629.2609
45575,1/29/2012 0:00,5,SO45575,29966,275,2,29325.8426,2821.9908,881.8721,33029.7055
45576,1/29/2012 0:00,5,SO45576,30088,279,5,8219.9354,788.005,246.2516,9254.192
45577,1/29/2012 0:00,5,SO45577,29715,279,5,58704.1822,5638.9922,1762.1851,66105.3595
45578,1/29/2012 0:00,5,SO45578,29808,279,5,3882.7587,372.7448,116.4828,4371.9863
45579,1/29/2012 0:00,5,SO45579,29484,279,5,4079.988,391.6788,122.3996,4594.0664
45580,1/29/2012 0:00,5,SO45580,14428,,8,3578.27,286.2616,89.4568,3953.9884
45581,1/29/2012 0:00,5,SO45581,11263,,1,3578.27,286.2616,89.4568,3953.9884
45582,1/29/2012 0:00,5,SO45582,28656,,6,3578.27,286.2616,89.4568,3953.9884
45583,1/29/2012 0:00,5,SO45583,11274,,1,3578.27,286.2616,89.4568,3953.9884
45584,1/29/2012 0:00,5,SO45584,25828,,9,699.0982,55.9279,17.4775,772.5036
45585,1/29/2012 0:00,5,SO45585,11905,,9,3374.99,269.9992,84.3748,3729.364
45586,1/30/2012 0:00,5,SO45586,12613,,7,3578.27,286.2616,89.4568,3953.9884
45587,1/30/2012 0:00,5,SO45587,11531,,4,3578.27,286.2616,89.4568,3953.9884
45588,1/30/2012 0:00,5,SO45588,11275,,4,3578.27,286.2616,89.4568,3953.9884
45589,1/30/2012 0:00,5,SO45589,19784,,9,3578.27,286.2616,89.4568,3953.9884
45590,1/30/2012 0:00,5,SO45590,19763,,9,3578.27,286.2616,89.4568,3953.9884
45591,1/30/2012 0:00,5,SO45591,25831,,9,699.0982,55.9279,17.4775,772.5036
45592,1/30/2012 0:00,5,SO45592,11897,,9,3399.99,271.9992,84.9998,3756.989
45593,1/31/2012 0:00,5,SO45593,15118,,10,3578.27,286.2616,89.4568,3953.9884
45594,1/31/2012 0:00,5,SO45594,11282,,1,3578.27,286.2616,89.4568,3953.9884
45595,1/31/2012 0:00,5,SO45595,11515,,4,3578.27,286.2616,89.4568,3953.9884
45596,1/31/2012 0:00,5,SO45596,20564,,10,699.0982,55.9279,17.4775,772.5036
45597,1/31/2012 0:00,5,SO45597,14740,,4,699.0982,55.9279,17.4775,772.5036
45598,1/31/2012 0:00,5,SO45598,14744,,1,699.0982,55.9279,17.4775,772.5036
45599,1/31/2012 0:00,5,SO45599,19794,,9,3578.27,286.2616,89.4568,3953.9884
45600,1/31/2012 0:00,5,SO45600,19628,,9,3578.27,286.2616,89.4568,3953.9884
45601,1/31/2012 0:00,5,SO45601,11893,,9,3374.99,269.9992,84.3748,3729.364
45602,2/1/2012 0:00,5,SO45602,12607,,7,3578.27,286.2616,89.4568,3953.9884
45603,2/1/2012 0:00,5,SO45603,11296,,1,3578.27,286.2616,89.4568,3953.9884
45604,2/1/2012 0:00,5,SO45604,11317,,1,3578.27,286.2616,89.4568,3953.9884
45605,2/1/2012 0:00,5,SO45605,11626,,4,3578.27,286.2616,89.4568,3953.9884
45606,2/1/2012 0:00,5,SO45606,19967,,9,3578.27,286.2616,89.4568,3953.9884
45607,2/1/2012 0:00,5,SO45607,25830,,9,699.0982,55.9279,17.4775,772.5036
45608,2/1/2012 0:00,5,SO45608,11896,,9,3374.99,269.9992,84.3748,3729.364
45609,2/1/2012 0:00,5,SO45609,14774,,8,3578.27,286.2616,89.4568,3953.9884
45610,2/2/2012 0:00,5,SO45610,11303,,1,3578.27,286.2616,89.4568,3953.9884
45611,2/2/2012 0:00,5,SO45611,11535,,1,3578.27,286.2616,89.4568,3953.9884
45612,2/2/2012 0:00,5,SO45612,14795,,8,3578.27,286.2616,89.4568,3953.9884
45613,2/3/2012 0:00,5,SO45613,11522,,1,3578.27,286.2616,89.4568,3953.9884
45614,2/3/2012 0:00,5,SO45614,23385,,6,3578.27,286.2616,89.4568,3953.9884
45615,2/3/2012 0:00,5,SO45615,18137,,7,699.0982,55.9279,17.4775,772.5036
45616,2/3/2012 0:00,5,SO45616,14800,,8,3578.27,286.2616,89.4568,3953.9884
45617,2/3/2012 0:00,5,SO45617,15354,,10,3578.27,286.2616,89.4568,3953.9884
45618,2/3/2012 0:00,5,SO45618,12618,,7,3578.27,286.2616,89.4568,3953.9884
45619,2/3/2012 0:00,5,SO45619,19787,,9,3578.27,286.2616,89.4568,3953.9884
45620,2/3/2012 0:00,5,SO45620,19951,,9,3578.27,286.2616,89.4568,3953.9884
45621,2/3/2012 0:00,5,SO45621,11768,,9,3399.99,271.9992,84.9998,3756.989
45622,2/4/2012 0:00,5,SO45622,28470,,7,3399.99,271.9992,84.9998,3756.989
45623,2/4/2012 0:00,5,SO45623,14769,,8,3578.27,286.2616,89.4568,3953.9884
45624,2/4/2012 0:00,5,SO45624,11291,,4,3578.27,286.2616,89.4568,3953.9884
45625,2/4/2012 0:00,5,SO45625,11307,,4,3578.27,286.2616,89.4568,3953.9884
45626,2/4/2012 0:00,5,SO45626,11259,,1,3578.27,286.2616,89.4568,3953.9884
45627,2/4/2012 0:00,5,SO45627,18039,,7,699.0982,55.9279,17.4775,772.5036
45628,2/4/2012 0:00,5,SO45628,19795,,9,3578.27,286.2616,89.4568,3953.9884
45629,2/4/2012 0:00,5,SO45629,11892,,9,3399.99,271.9992,84.9998,3756.989
45630,2/4/2012 0:00,5,SO45630,11899,,9,3374.99,269.9992,84.3748,3729.364
45631,2/5/2012 0:00,5,SO45631,11237,,8,3374.99,269.9992,84.3748,3729.364
45632,2/5/2012 0:00,5,SO45632,14775,,8,3578.27,286.2616,89.4568,3953.9884
45633,2/5/2012 0:00,5,SO45633,26011,,4,3374.99,269.9992,84.3748,3729.364
45634,2/5/2012 0:00,5,SO45634,19766,,9,3578.27,286.2616,89.4568,3953.9884
45635,2/6/2012 0:00,5,SO45635,23351,,6,3578.27,286.2616,89.4568,3953.9884
45636,2/6/2012 0:00,5,SO45636,11302,,1,3578.27,286.2616,89.4568,3953.9884
45637,2/6/2012 0:00,5,SO45637,11525,,1,3578.27,286.2616,89.4568,3953.9884
45638,2/6/2012 0:00,5,SO45638,14746,,4,699.0982,55.9279,17.4775,772.5036
45639,2/6/2012 0:00,5,SO45639,19782,,9,3578.27,286.2616,89.4568,3953.9884
45640,2/6/2012 0:00,5,SO45640,19964,,9,3578.27,286.2616,89.4568,3953.9884
45641,2/7/2012 0:00,5,SO45641,23306,,6,3578.27,286.2616,89.4568,3953.9884
45642,2/7/2012 0:00,5,SO45642,11623,,4,3578.27,286.2616,89.4568,3953.9884
45643,2/8/2012 0:00,5,SO45643,14541,,8,3578.27,286.2616,89.4568,3953.9884
45644,2/8/2012 0:00,5,SO45644,28458,,7,3374.99,269.9992,84.3748,3729.364
45645,2/8/2012 0:00,5,SO45645,11482,,10,3374.99,269.9992,84.3748,3729.364
45646,2/8/2012 0:00,5,SO45646,11289,,4,3578.27,286.2616,89.4568,3953.9884
45647,2/8/2012 0:00,5,SO45647,25997,,4,3399.99,271.9992,84.9998,3756.989
45648,2/8/2012 0:00,5,SO45648,19791,,9,3578.27,286.2616,89.4568,3953.9884
45649,2/9/2012 0:00,5,SO45649,11319,,4,3578.27,286.2616,89.4568,3953.9884
45650,2/9/2012 0:00,5,SO45650,28652,,6,3578.27,286.2616,89.4568,3953.9884
45651,2/9/2012 0:00,5,SO45651,19771,,9,3578.27,286.2616,89.4568,3953.9884
45652,2/9/2012 0:00,5,SO45652,25826,,9,699.0982,55.9279,17.4775,772.5036
45653,2/9/2012 0:00,5,SO45653,11764,,9,3399.99,271.9992,84.9998,3756.989
45654,2/10/2012 0:00,5,SO45654,28478,,7,3374.99,269.9992,84.3748,3729.364
45655,2/10/2012 0:00,5,SO45655,11323,,4,3578.27,286.2616,89.4568,3953.9884
45656,2/10/2012 0:00,5,SO45656,11617,,4,3578.27,286.2616,89.4568,3953.9884
45657,2/10/2012 0:00,5,SO45657,11266,,1,3578.27,286.2616,89.4568,3953.9884
45658,2/10/2012 0:00,5,SO45658,11270,,4,3578.27,286.2616,89.4568,3953.9884
45659,2/10/2012 0:00,5,SO45659,26003,,4,3374.99,269.9992,84.3748,3729.364
45660,2/10/2012 0:00,5,SO45660,19797,,9,3578.27,286.2616,89.4568,3953.9884
45661,2/10/2012 0:00,5,SO45661,25827,,9,699.0982,55.9279,17.4775,772.5036
45662,2/10/2012 0:00,5,SO45662,11906,,9,3374.99,269.9992,84.3748,3729.364
45663,2/10/2012 0:00,5,SO45663,11901,,9,3399.99,271.9992,84.9998,3756.989
45664,2/11/2012 0:00,5,SO45664,14713,,8,3578.27,286.2616,89.4568,3953.9884
45665,2/11/2012 0:00,5,SO45665,26004,,4,3399.99,271.9992,84.9998,3756.989
45666,2/11/2012 0:00,5,SO45666,14738,,4,699.0982,55.9279,17.4775,772.5036
45667,2/11/2012 0:00,5,SO45667,19957,,9,3578.27,286.2616,89.4568,3953.9884
45668,2/12/2012 0:00,5,SO45668,11298,,4,3578.27,286.2616,89.4568,3953.9884
45669,2/12/2012 0:00,5,SO45669,11528,,4,3578.27,286.2616,89.4568,3953.9884
45670,2/12/2012 0:00,5,SO45670,11541,,1,3578.27,286.2616,89.4568,3953.9884
45671,2/12/2012 0:00,5,SO45671,11628,,4,3578.27,286.2616,89.4568,3953.9884
45672,2/12/2012 0:00,5,SO45672,19438,,8,699.0982,55.9279,17.4775,772.5036
45673,2/12/2012 0:00,5,SO45673,19790,,9,3578.27,286.2616,89.4568,3953.9884
45674,2/12/2012 0:00,5,SO45674,19948,,9,3578.27,286.2616,89.4568,3953.9884
45675,2/12/2012 0:00,5,SO45675,25829,,9,699.0982,55.9279,17.4775,772.5036
45676,2/12/2012 0:00,5,SO45676,11765,,9,3374.99,269.9992,84.3748,3729.364
45677,2/12/2012 0:00,5,SO45677,11895,,9,3374.99,269.9992,84.3748,3729.364
45678,2/13/2012 0:00,5,SO45678,11281,,4,3578.27,286.2616,89.4568,3953.9884
45679,2/13/2012 0:00,5,SO45679,11540,,4,3578.27,286.2616,89.4568,3953.9884
45680,2/13/2012 0:00,5,SO45680,23283,,6,3578.27,286.2616,89.4568,3953.9884
45681,2/13/2012 0:00,5,SO45681,19789,,9,3578.27,286.2616,89.4568,3953.9884
45682,2/13/2012 0:00,5,SO45682,19950,,9,3578.27,286.2616,89.4568,3953.9884
45683,2/14/2012 0:00,5,SO45683,14709,,8,3578.27,286.2616,89.4568,3953.9884
45684,2/14/2012 0:00,5,SO45684,11485,,10,3399.99,271.9992,84.9998,3756.989
45685,2/14/2012 0:00,5,SO45685,18132,,7,699.0982,55.9279,17.4775,772.5036
45686,2/14/2012 0:00,5,SO45686,25998,,1,3399.99,271.9992,84.9998,3756.989
45687,2/14/2012 0:00,5,SO45687,26005,,1,3399.99,271.9992,84.9998,3756.989
45688,2/14/2012 0:00,5,SO45688,14741,,4,699.0982,55.9279,17.4775,772.5036
45689,2/14/2012 0:00,5,SO45689,19773,,9,3578.27,286.2616,89.4568,3953.9884
45690,2/14/2012 0:00,5,SO45690,19958,,9,3578.27,286.2616,89.4568,3953.9884
45691,2/14/2012 0:00,5,SO45691,11898,,9,3399.99,271.9992,84.9998,3756.989
45692,2/15/2012 0:00,5,SO45692,14425,,8,3578.27,286.2616,89.4568,3953.9884
45693,2/15/2012 0:00,5,SO45693,15083,,10,3578.27,286.2616,89.4568,3953.9884
45694,2/15/2012 0:00,5,SO45694,15097,,10,3578.27,286.2616,89.4568,3953.9884
45695,2/15/2012 0:00,5,SO45695,11292,,4,3578.27,286.2616,89.4568,3953.9884
45696,2/15/2012 0:00,5,SO45696,11326,,4,3578.27,286.2616,89.4568,3953.9884
45697,2/15/2012 0:00,5,SO45697,11516,,4,3578.27,286.2616,89.4568,3953.9884
45698,2/15/2012 0:00,5,SO45698,14747,,4,699.0982,55.9279,17.4775,772.5036
45699,2/15/2012 0:00,5,SO45699,14750,,4,699.0982,55.9279,17.4775,772.5036
45700,2/16/2012 0:00,5,SO45700,11278,,1,3578.27,286.2616,89.4568,3953.9884
45701,2/16/2012 0:00,5,SO45701,11538,,4,3578.27,286.2616,89.4568,3953.9884
45702,2/16/2012 0:00,5,SO45702,18131,,7,699.0982,55.9279,17.4775,772.5036
45703,2/16/2012 0:00,5,SO45703,19947,,9,3578.27,286.2616,89.4568,3953.9884
45704,2/17/2012 0:00,5,SO45704,14772,,8,3578.27,286.2616,89.4568,3953.9884
45705,2/17/2012 0:00,5,SO45705,23378,,6,3578.27,286.2616,89.4568,3953.9884
45706,2/17/2012 0:00,5,SO45706,11267,,4,3578.27,286.2616,89.4568,3953.9884
45707,2/17/2012 0:00,5,SO45707,11904,,9,3399.99,271.9992,84.9998,3756.989
45708,2/17/2012 0:00,5,SO45708,19765,,9,3578.27,286.2616,89.4568,3953.9884
45709,2/17/2012 0:00,5,SO45709,19793,,9,3578.27,286.2616,89.4568,3953.9884
45710,2/17/2012 0:00,5,SO45710,19963,,9,3578.27,286.2616,89.4568,3953.9884
45711,2/17/2012 0:00,5,SO45711,19621,,9,3578.27,286.2616,89.4568,3953.9884
45712,2/17/2012 0:00,5,SO45712,11767,,9,3399.99,271.9992,84.9998,3756.989
45713,2/18/2012 0:00,5,SO45713,15088,,10,3578.27,286.2616,89.4568,3953.9884
45714,2/18/2012 0:00,5,SO45714,11534,,4,3578.27,286.2616,89.4568,3953.9884
45715,2/18/2012 0:00,5,SO45715,19770,,9,3578.27,286.2616,89.4568,3953.9884
45716,2/18/2012 0:00,5,SO45716,19783,,9,3578.27,286.2616,89.4568,3953.9884
45717,2/19/2012 0:00,5,SO45717,11325,,1,3578.27,286.2616,89.4568,3953.9884
45718,2/19/2012 0:00,5,SO45718,11272,,4,3578.27,286.2616,89.4568,3953.9884
45719,2/19/2012 0:00,5,SO45719,20000,,6,3374.99,269.9992,84.3748,3729.364
45720,2/19/2012 0:00,5,SO45720,19653,,9,3578.27,286.2616,89.4568,3953.9884
45721,2/19/2012 0:00,5,SO45721,11766,,9,3399.99,271.9992,84.9998,3756.989
45722,2/19/2012 0:00,5,SO45722,11908,,9,3374.99,269.9992,84.3748,3729.364
45723,2/20/2012 0:00,5,SO45723,11290,,4,3578.27,286.2616,89.4568,3953.9884
45724,2/20/2012 0:00,5,SO45724,12620,,7,3578.27,286.2616,89.4568,3953.9884
45725,2/20/2012 0:00,5,SO45725,14789,,8,3578.27,286.2616,89.4568,3953.9884
45726,2/20/2012 0:00,5,SO45726,12614,,7,3578.27,286.2616,89.4568,3953.9884
45727,2/20/2012 0:00,5,SO45727,11909,,9,3374.99,269.9992,84.3748,3729.364
45728,2/21/2012 0:00,5,SO45728,14426,,8,3578.27,286.2616,89.4568,3953.9884
45729,2/21/2012 0:00,5,SO45729,15087,,10,3578.27,286.2616,89.4568,3953.9884
45730,2/21/2012 0:00,5,SO45730,28471,,7,3374.99,269.9992,84.3748,3729.364
45731,2/21/2012 0:00,5,SO45731,11286,,4,3578.27,286.2616,89.4568,3953.9884
45732,2/21/2012 0:00,5,SO45732,11537,,4,3578.27,286.2616,89.4568,3953.9884
45733,2/21/2012 0:00,5,SO45733,11624,,4,3578.27,286.2616,89.4568,3953.9884
45734,2/21/2012 0:00,5,SO45734,11630,,1,3578.27,286.2616,89.4568,3953.9884
45735,2/21/2012 0:00,5,SO45735,19792,,9,3578.27,286.2616,89.4568,3953.9884
45736,2/21/2012 0:00,5,SO45736,19960,,9,3578.27,286.2616,89.4568,3953.9884
45737,2/21/2012 0:00,5,SO45737,19965,,9,3578.27,286.2616,89.4568,3953.9884
45738,2/21/2012 0:00,5,SO45738,11900,,9,3399.99,271.9992,84.9998,3756.989
45739,2/21/2012 0:00,5,SO45739,11903,,9,3374.99,269.9992,84.3748,3729.364
45740,2/22/2012 0:00,5,SO45740,19786,,9,3578.27,286.2616,89.4568,3953.9884
45741,2/22/2012 0:00,5,SO45741,19788,,9,3578.27,286.2616,89.4568,3953.9884
45742,2/22/2012 0:00,5,SO45742,19620,,9,3578.27,286.2616,89.4568,3953.9884
45743,2/22/2012 0:00,5,SO45743,19631,,9,3578.27,286.2616,89.4568,3953.9884
45744,2/22/2012 0:00,5,SO45744,11894,,9,3374.99,269.9992,84.3748,3729.364
45745,2/23/2012 0:00,5,SO45745,15089,,10,3578.27,286.2616,89.4568,3953.9884
45746,2/23/2012 0:00,5,SO45746,23376,,6,3578.27,286.2616,89.4568,3953.9884
45747,2/23/2012 0:00,5,SO45747,11539,,4,3578.27,286.2616,89.4568,3953.9884
45748,2/23/2012 0:00,5,SO45748,18046,,7,699.0982,55.9279,17.4775,772.5036
45749,2/23/2012 0:00,5,SO45749,14797,,8,3578.27,286.2616,89.4568,3953.9884
45750,2/23/2012 0:00,5,SO45750,26001,,1,3399.99,271.9992,84.9998,3756.989
45751,2/23/2012 0:00,5,SO45751,14739,,4,699.0982,55.9279,17.4775,772.5036
45752,2/23/2012 0:00,5,SO45752,19772,,9,3578.27,286.2616,89.4568,3953.9884
45753,2/23/2012 0:00,5,SO45753,19966,,9,3578.27,286.2616,89.4568,3953.9884
45754,2/24/2012 0:00,5,SO45754,11529,,1,3578.27,286.2616,89.4568,3953.9884
45755,2/24/2012 0:00,5,SO45755,11536,,4,3578.27,286.2616,89.4568,3953.9884
45756,2/24/2012 0:00,5,SO45756,11625,,4,3578.27,286.2616,89.4568,3953.9884
45757,2/25/2012 0:00,5,SO45757,12561,,7,3578.27,286.2616,89.4568,3953.9884
45758,2/25/2012 0:00,5,SO45758,15106,,10,3578.27,286.2616,89.4568,3953.9884
45759,2/25/2012 0:00,5,SO45759,11295,,4,3578.27,286.2616,89.4568,3953.9884
45760,2/25/2012 0:00,5,SO45760,11329,,4,3578.27,286.2616,89.4568,3953.9884
45761,2/25/2012 0:00,5,SO45761,11629,,4,3578.27,286.2616,89.4568,3953.9884
45762,2/25/2012 0:00,5,SO45762,12621,,7,3578.27,286.2616,89.4568,3953.9884
45763,2/25/2012 0:00,5,SO45763,19959,,9,3578.27,286.2616,89.4568,3953.9884
45764,2/25/2012 0:00,5,SO45764,19652,,9,3578.27,286.2616,89.4568,3953.9884
45765,2/26/2012 0:00,5,SO45765,11245,,8,3374.99,269.9992,84.3748,3729.364
45766,2/26/2012 0:00,5,SO45766,11297,,4,3578.27,286.2616,89.4568,3953.9884
45767,2/26/2012 0:00,5,SO45767,11299,,4,3578.27,286.2616,89.4568,3953.9884
45768,2/26/2012 0:00,5,SO45768,11324,,4,3578.27,286.2616,89.4568,3953.9884
